obs_id,alt_id,CHOICE,travel_time_hrs,headway_hrs,travel_cost_hundreth
297,2,1,0.7,0.5,0
298,1,0,2.316666667,0.5,0
298,2,1,1.35,0.166666667,0
299,1,0,2.316666667,2,0
299,2,1,1.283333333,0.166666667,0
300,1,1,2.316666667,0.5,0
300,2,0,1.233333333,0.333333333,0
301,1,1,1.833333333,1,0
301,2,0,1.233333333,0.5,0
302,1,0,2,0.5,0
302,2,1,1.233333333,0.5,0
303,1,1,2,0.5,0
303,2,0,1.283333333,0.166666667,0
304,1,0,2,1,0
304,2,1,1.233333333,0.333333333,0
305,1,0,2.316666667,0.5,0
305,2,1,1.283333333,0.5,0
306,1,1,2,1,0
306,2,0,1.283333333,0.5,0
307,1,0,2.466666667,0.5,0
307,2,1,1.25,0.166666667,0
308,1,1,2.466666667,0.5,0
308,2,0,1.133333333,0.333333333,0
309,1,1,2.466666667,2,0
309,2,0,1.183333333,0.166666667,0
310,1,1,1.866666667,1,0
310,2,0,1.133333333,0.5,0
311,1,1,2.066666667,0.5,0
311,2,0,1.133333333,0.5,0
312,1,1,2.066666667,0.5,0
312,2,0,1.183333333,0.166666667,0
313,1,0,2.066666667,1,0
313,2,1,1.133333333,0.333333333,0
314,1,1,2.466666667,0.5,0
314,2,0,1.183333333,0.5,0
315,1,1,2.066666667,1,0
315,2,0,1.183333333,0.5,0
316,1,0,1.45,2,0
316,2,1,0.566666667,0.333333333,0
317,1,0,1.333333333,0.5,0
317,2,1,0.516666667,0.166666667,0
318,1,0,1.683333333,1,0
318,2,1,0.633333333,0.5,0
319,1,0,1.333333333,0.5,0
319,2,1,0.566666667,0.333333333,0
320,1,0,1.683333333,1,0
320,2,1,0.566666667,0.333333333,0
321,1,1,1.45,2,0
321,2,0,0.516666667,0.166666667,0
322,1,0,1.333333333,2,0
322,2,1,0.633333333,0.166666667,0
323,1,1,1.333333333,0.5,0
323,2,0,0.633333333,0.5,0
324,1,0,1.683333333,1,0
324,2,1,0.516666667,0.166666667,0
325,1,0,1.1,0.5,0
325,2,1,0.616666667,0.166666667,0
325,3,0,0.833333333,0,0.32
326,1,0,1.1,2,0
326,2,1,0.583333333,0.166666667,0
326,3,0,1.083333333,0,0.52
327,1,0,1.1,0.5,0
327,2,1,0.55,0.333333333,0
327,3,0,1.083333333,0,0.4
328,1,0,0.933333333,1,0
328,2,1,0.55,0.5,0
328,3,0,0.666666667,0,0.52
329,1,0,0.983333333,0.5,0
329,2,1,0.55,0.5,0
329,3,0,1.083333333,0,0.32
330,1,0,0.983333333,0.5,0
330,2,1,0.583333333,0.166666667,0
330,3,0,0.666666667,0,0.4
331,1,0,0.983333333,1,0
331,2,1,0.55,0.333333333,0
331,3,0,0.666666667,0,0.32
332,1,0,1.1,0.5,0
332,2,1,0.583333333,0.5,0
332,3,0,0.666666667,0,0.52
333,1,0,0.983333333,1,0
333,2,1,0.583333333,0.5,0
333,3,0,0.833333333,0,0.4
334,1,0,2.016666667,2,0
334,2,1,0.816666667,0.5,0
335,1,0,1.666666667,2,0
335,2,1,0.866666667,0.5,0
336,1,0,2.016666667,2,0
336,2,1,0.933333333,0.333333333,0
337,1,0,1.783333333,1,0
337,2,1,0.933333333,0.166666667,0
338,1,0,1.783333333,2,0
338,2,1,0.933333333,0.5,0
339,1,0,1.666666667,1,0
339,2,1,0.933333333,0.333333333,0
340,1,0,1.666666667,1,0
340,2,1,0.866666667,0.166666667,0
341,1,0,1.666666667,2,0
341,2,1,0.816666667,0.333333333,0
342,1,1,1.783333333,0.5,0
342,2,0,0.933333333,0.333333333,0
343,1,0,3.416666667,2,0
343,2,1,0.916666667,0.5,0
344,1,0,2.65,2,0
344,2,1,1.016666667,0.5,0
345,1,0,3.416666667,2,0
345,2,1,1.15,0.333333333,0
346,1,0,2.9,1,0
346,2,1,1.15,0.166666667,0
347,1,0,2.9,2,0
347,2,1,1.15,0.5,0
348,1,1,2.65,1,0
348,2,0,1.15,0.333333333,0
349,1,0,2.65,1,0
349,2,1,1.016666667,0.166666667,0
350,1,0,2.65,2,0
350,2,1,0.916666667,0.333333333,0
351,1,1,2.9,0.5,0
351,2,0,1.15,0.333333333,0
352,1,0,1.616666667,2,0
352,2,1,0.733333333,0.333333333,0
353,1,0,1.466666667,0.5,0
353,2,1,0.683333333,0.166666667,0
354,1,0,1.9,1,0
354,2,1,0.8,0.5,0
355,1,0,1.466666667,0.5,0
355,2,1,0.733333333,0.333333333,0
356,1,0,1.9,1,0
356,2,1,0.733333333,0.333333333,0
357,1,0,1.616666667,2,0
357,2,1,0.683333333,0.166666667,0
358,1,0,1.466666667,2,0
358,2,1,0.8,0.166666667,0
359,1,0,1.466666667,0.5,0
359,2,1,0.8,0.5,0
360,1,0,1.9,1,0
360,2,1,0.683333333,0.166666667,0
361,1,0,4.566666667,0.5,0
361,2,1,2.183333333,0.166666667,0
361,3,0,3.5,0,0.48
362,1,1,4.566666667,2,0
362,2,0,2.05,0.166666667,0
362,3,0,4.55,0,0.78
363,1,1,4.566666667,0.5,0
363,2,0,1.95,0.333333333,0
363,3,0,4.55,0,0.6
364,1,1,3.483333333,1,0
364,2,0,1.95,0.5,0
364,3,0,2.8,0,0.78
365,1,0,3.85,0.5,0
365,2,1,1.95,0.5,0
365,3,0,4.55,0,0.48
366,1,0,3.85,0.5,0
366,2,1,2.05,0.166666667,0
366,3,0,2.8,0,0.6
367,1,0,3.85,1,0
367,2,1,1.95,0.333333333,0
367,3,0,2.8,0,0.48
368,1,0,4.566666667,0.5,0
368,2,1,2.05,0.5,0
368,3,0,2.8,0,0.78
369,1,1,3.85,1,0
369,2,0,2.05,0.5,0
369,3,0,3.5,0,0.6
370,1,0,1.816666667,0.5,0
370,2,1,0.733333333,0.166666667,0
370,3,0,1.5,0,0.4
371,1,0,1.816666667,2,0
371,2,1,0.666666667,0.166666667,0
371,3,0,1.95,0,0.65
372,1,1,1.816666667,0.5,0
372,2,0,0.616666667,0.333333333,0
372,3,0,1.95,0,0.5
373,1,0,1.466666667,1,0
373,2,1,0.616666667,0.5,0
373,3,0,1.2,0,0.65
374,1,0,1.583333333,0.5,0
374,2,1,0.616666667,0.5,0
374,3,0,1.95,0,0.4
375,1,0,1.583333333,0.5,0
375,2,1,0.666666667,0.166666667,0
375,3,0,1.2,0,0.5
376,1,0,1.583333333,1,0
376,2,1,0.616666667,0.333333333,0
376,3,0,1.2,0,0.4
377,1,0,1.816666667,0.5,0
377,2,1,0.666666667,0.5,0
377,3,0,1.2,0,0.65
378,1,0,1.583333333,1,0
378,2,1,0.666666667,0.5,0
378,3,0,1.5,0,0.5
379,1,0,1.416666667,2,0
379,2,1,0.5,0.333333333,0
380,1,0,1.3,0.5,0
380,2,1,0.45,0.166666667,0
381,1,0,1.65,1,0
381,2,1,0.566666667,0.5,0
382,1,0,1.3,0.5,0
382,2,1,0.5,0.333333333,0
383,1,0,1.65,1,0
383,2,1,0.5,0.333333333,0
384,1,0,1.416666667,2,0
384,2,1,0.45,0.166666667,0
385,1,0,1.3,2,0
385,2,1,0.566666667,0.166666667,0
386,1,0,1.3,0.5,0
386,2,1,0.566666667,0.5,0
387,1,0,1.65,1,0
387,2,1,0.45,0.166666667,0
388,1,0,2.35,2,0
388,2,1,1.033333333,0.5,0
388,3,0,1.5,0,0.55
389,1,0,1.816666667,2,0
389,2,1,1.083333333,0.5,0
389,3,0,1.95,0,0.44
390,1,0,2.35,2,0
390,2,1,1.15,0.333333333,0
390,3,0,1.2,0,0.44
391,1,0,2,1,0
391,2,1,1.15,0.166666667,0
391,3,0,1.95,0,0.71
392,1,0,2,2,0
392,2,1,1.15,0.5,0
392,3,0,1.2,0,0.71
393,1,0,1.816666667,1,0
393,2,1,1.15,0.333333333,0
393,3,0,1.95,0,0.55
394,1,0,1.816666667,1,0
394,2,1,1.083333333,0.166666667,0
394,3,0,1.5,0,0.44
395,1,0,1.816666667,2,0
395,2,1,1.033333333,0.333333333,0
395,3,0,1.5,0,0.71
396,1,1,2,0.5,0
396,2,0,1.15,0.333333333,0
396,3,0,1.5,0,0.71
397,1,0,2.883333333,0.5,0
397,2,1,1.616666667,0.166666667,0
397,3,0,1.5,0,0.48
398,1,1,2.883333333,2,0
398,2,0,1.55,0.166666667,0
398,3,0,1.95,0,0.78
399,1,1,2.883333333,0.5,0
399,2,0,1.5,0.333333333,0
399,3,0,1.95,0,0.6
400,1,1,2.266666667,1,0
400,2,0,1.5,0.5,0
400,3,0,1.2,0,0.78
401,1,1,2.466666667,0.5,0
401,2,0,1.5,0.5,0
401,3,0,1.95,0,0.48
402,1,0,2.466666667,0.5,0
402,2,1,1.55,0.166666667,0
402,3,0,1.2,0,0.6
403,1,0,2.466666667,1,0
403,2,1,1.5,0.333333333,0
403,3,0,1.2,0,0.48
404,1,0,2.883333333,0.5,0
404,2,1,1.55,0.5,0
404,3,0,1.2,0,0.78
405,1,1,2.466666667,1,0
405,2,0,1.55,0.5,0
405,3,0,1.5,0,0.6
406,1,0,2.533333333,2,0
406,2,1,1.266666667,0.5,0
407,1,1,2.033333333,2,0
407,2,0,1.316666667,0.5,0
408,1,0,2.533333333,2,0
408,2,1,1.383333333,0.333333333,0
409,1,0,2.2,1,0
409,2,1,1.383333333,0.166666667,0
410,1,0,2.2,2,0
410,2,1,1.383333333,0.5,0
411,1,1,2.033333333,1,0
411,2,0,1.383333333,0.333333333,0
412,1,0,2.033333333,1,0
412,2,1,1.316666667,0.166666667,0
413,1,0,2.033333333,2,0
413,2,1,1.266666667,0.333333333,0
414,1,1,2.2,0.5,0
414,2,0,1.383333333,0.333333333,0
415,1,0,1.533333333,2,0
415,2,1,0.65,0.333333333,0
415,3,0,1.3,0,0.3
416,1,0,1.416666667,0.5,0
416,2,1,0.6,0.166666667,0
416,3,0,1.3,0,0.39
417,1,0,1.766666667,1,0
417,2,1,0.716666667,0.5,0
417,3,0,1.3,0,0.24
418,1,0,1.416666667,0.5,0
418,2,1,0.65,0.333333333,0
418,3,0,0.8,0,0.24
419,1,0,1.766666667,1,0
419,2,1,0.65,0.333333333,0
419,3,0,1,0,0.39
420,1,0,1.533333333,2,0
420,2,1,0.6,0.166666667,0
420,3,0,1,0,0.24
421,1,0,1.416666667,2,0
421,2,1,0.716666667,0.166666667,0
421,3,0,0.8,0,0.3
422,1,0,1.416666667,0.5,0
422,2,1,0.716666667,0.5,0
422,3,0,1,0,0.3
423,1,0,1.766666667,1,0
423,2,1,0.6,0.166666667,0
423,3,0,0.8,0,0.3
424,1,0,0.9,2,0
424,2,1,0.35,0.5,0
424,3,0,0.666666667,0,0.84
425,1,1,0.9,2,0
425,2,0,0.416666667,0.333333333,0
425,3,0,0.533333333,0,0.67
426,1,0,0.733333333,2,0
426,2,1,0.383333333,0.5,0
426,3,0,0.866666667,0,0.67
427,1,1,0.783333333,1,0
427,2,0,0.416666667,0.166666667,0
427,3,0,0.866666667,0,1.09
428,1,0,0.783333333,2,0
428,2,1,0.416666667,0.5,0
428,3,0,0.533333333,0,1.09
429,1,0,0.733333333,1,0
429,2,1,0.416666667,0.333333333,0
429,3,0,0.866666667,0,0.84
430,1,0,0.733333333,1,0
430,2,1,0.383333333,0.166666667,0
430,3,0,0.666666667,0,0.67
431,1,1,0.783333333,0.5,0
431,2,0,0.416666667,0.333333333,0
431,3,0,0.666666667,0,1.09
432,1,1,0.733333333,2,0
432,2,0,0.35,0.333333333,0
432,3,0,0.666666667,0,1.09
433,1,0,2.216666667,0.5,0
433,2,1,1.033333333,0.166666667,0
433,3,0,1.25,0,0.4
434,1,0,2.216666667,2,0
434,2,1,0.966666667,0.166666667,0
434,3,0,1.616666667,0,0.65
435,1,0,2.216666667,0.5,0
435,2,1,0.916666667,0.333333333,0
435,3,0,1.616666667,0,0.5
436,1,0,1.716666667,1,0
436,2,1,0.916666667,0.5,0
436,3,0,1,0,0.65
437,1,0,1.883333333,0.5,0
437,2,1,0.916666667,0.5,0
437,3,0,1.616666667,0,0.4
438,1,0,1.883333333,0.5,0
438,2,1,0.966666667,0.166666667,0
438,3,0,1,0,0.5
439,1,0,1.883333333,1,0
439,2,1,0.916666667,0.333333333,0
439,3,0,1,0,0.4
440,1,0,2.216666667,0.5,0
440,2,1,0.966666667,0.5,0
440,3,0,1,0,0.65
441,1,0,1.883333333,1,0
441,2,1,0.966666667,0.5,0
441,3,0,1.25,0,0.5
442,1,0,4.383333333,2,0
442,2,1,1.866666667,0.5,0
442,3,0,2.5,0,0.75
443,1,0,3.383333333,2,0
443,2,1,1.966666667,0.5,0
443,3,0,3.25,0,0.6
444,1,0,4.383333333,2,0
444,2,1,2.1,0.333333333,0
444,3,0,2,0,0.6
445,1,0,3.716666667,1,0
445,2,1,2.1,0.166666667,0
445,3,0,3.25,0,0.97
446,1,0,3.716666667,2,0
446,2,1,2.1,0.5,0
446,3,0,2,0,0.97
447,1,0,3.383333333,1,0
447,2,1,2.1,0.333333333,0
447,3,0,3.25,0,0.75
448,1,0,3.383333333,1,0
448,2,1,1.966666667,0.166666667,0
448,3,0,2.5,0,0.6
449,1,0,3.383333333,2,0
449,2,1,1.866666667,0.333333333,0
449,3,0,2.5,0,0.97
450,1,1,3.716666667,0.5,0
450,2,0,2.1,0.333333333,0
450,3,0,2.5,0,0.97
451,1,0,1.783333333,0.5,0
451,2,1,1.35,0.166666667,0
451,3,0,1.5,0,0.44
452,1,0,1.783333333,2,0
452,2,1,1.316666667,0.166666667,0
452,3,0,1.95,0,0.71
453,1,0,1.783333333,0.5,0
453,2,1,1.283333333,0.333333333,0
453,3,0,1.95,0,0.55
454,1,0,1.366666667,1,0
454,2,1,1.283333333,0.5,0
454,3,0,1.2,0,0.71
455,1,0,1.5,0.5,0
455,2,1,1.283333333,0.5,0
455,3,0,1.95,0,0.44
456,1,0,1.5,0.5,0
456,2,1,1.316666667,0.166666667,0
456,3,0,1.2,0,0.55
457,1,0,1.5,1,0
457,2,1,1.283333333,0.333333333,0
457,3,0,1.2,0,0.44
458,1,0,1.783333333,0.5,0
458,2,1,1.316666667,0.5,0
458,3,0,1.2,0,0.71
459,1,0,1.5,1,0
459,2,1,1.316666667,0.5,0
459,3,0,1.5,0,0.55
460,1,0,3.25,2,0
460,2,1,1.1,0.333333333,0
461,1,0,2.95,0.5,0
461,2,1,0.966666667,0.166666667,0
462,1,0,3.85,1,0
462,2,1,1.266666667,0.5,0
463,1,1,2.95,0.5,0
463,2,0,1.1,0.333333333,0
464,1,0,3.85,1,0
464,2,1,1.1,0.333333333,0
465,1,1,3.25,2,0
465,2,0,0.966666667,0.166666667,0
466,1,0,2.95,2,0
466,2,1,1.266666667,0.166666667,0
467,1,1,2.95,0.5,0
467,2,0,1.266666667,0.5,0
468,1,0,3.85,1,0
468,2,1,0.966666667,0.166666667,0
469,1,0,2.3,2,0
469,2,1,1.383333333,0.333333333,0
469,3,0,1.733333333,0,1.6
470,1,0,2.1,0.5,0
470,2,1,1.333333333,0.166666667,0
470,3,0,1.733333333,0,2.08
471,1,0,2.716666667,1,0
471,2,1,1.45,0.5,0
471,3,0,1.733333333,0,1.28
472,1,1,2.1,0.5,0
472,2,0,1.383333333,0.333333333,0
472,3,0,1.066666667,0,1.28
473,1,0,2.716666667,1,0
473,2,1,1.383333333,0.333333333,0
473,3,0,1.333333333,0,2.08
474,1,0,2.3,2,0
474,2,1,1.333333333,0.166666667,0
474,3,0,1.333333333,0,1.28
475,1,0,2.1,2,0
475,2,1,1.45,0.166666667,0
475,3,0,1.066666667,0,1.6
476,1,0,2.1,0.5,0
476,2,1,1.45,0.5,0
476,3,0,1.333333333,0,1.6
477,1,0,2.716666667,1,0
477,2,1,1.333333333,0.166666667,0
477,3,0,1.066666667,0,1.6
478,1,0,1.616666667,2,0
478,2,1,0.45,0.5,0
479,1,0,1.266666667,2,0
479,2,1,0.5,0.5,0
480,1,1,1.616666667,2,0
480,2,0,0.566666667,0.333333333,0
481,1,1,1.383333333,1,0
481,2,0,0.566666667,0.166666667,0
482,1,0,1.383333333,2,0
482,2,1,0.566666667,0.5,0
483,1,0,1.266666667,1,0
483,2,1,0.566666667,0.333333333,0
484,1,0,1.266666667,1,0
484,2,1,0.5,0.166666667,0
485,1,0,1.266666667,2,0
485,2,1,0.45,0.333333333,0
486,1,0,1.383333333,0.5,0
486,2,1,0.566666667,0.333333333,0
487,1,0,2.183333333,2,1.62
487,2,1,0.916666667,0.5,1.62
488,1,1,1.683333333,2,1.21
488,2,0,0.966666667,0.5,1.62
489,1,1,2.183333333,2,1.21
489,2,0,1.033333333,0.333333333,1.75
490,1,1,1.85,1,1.21
490,2,0,1.033333333,0.166666667,1.75
491,1,1,1.85,2,1.35
491,2,0,1.033333333,0.5,1.62
492,1,1,1.683333333,1,1.35
492,2,0,1.033333333,0.333333333,1.62
493,1,0,1.683333333,1,1.62
493,2,1,0.966666667,0.166666667,1.75
494,1,1,1.683333333,2,1.35
494,2,0,0.916666667,0.333333333,1.75
495,1,1,1.85,0.5,1.62
495,2,0,1.033333333,0.333333333,2.16
496,1,0,1.616666667,0.5,2.18
496,2,1,0.65,0.166666667,2.62
496,3,0,0.833333333,0,0.28
497,1,0,1.616666667,2,2.18
497,2,1,0.6,0.166666667,3.49
497,3,0,1.083333333,0,0.45
498,1,1,1.616666667,0.5,1.96
498,2,0,0.566666667,0.333333333,3.49
498,3,0,1.083333333,0,0.35
499,1,1,1.316666667,1,1.96
499,2,0,0.566666667,0.5,3.49
499,3,0,0.666666667,0,0.45
500,1,0,1.416666667,0.5,2.18
500,2,1,0.566666667,0.5,2.83
500,3,0,1.083333333,0,0.28
501,1,0,1.416666667,0.5,1.96
501,2,1,0.6,0.166666667,2.62
501,3,0,0.666666667,0,0.35
502,1,0,1.416666667,1,2.62
502,2,1,0.566666667,0.333333333,2.62
502,3,0,0.666666667,0,0.28
503,1,0,1.616666667,0.5,2.62
503,2,1,0.6,0.5,2.83
503,3,0,0.666666667,0,0.45
504,1,0,1.416666667,1,2.18
504,2,1,0.6,0.5,3.49
504,3,0,0.833333333,0,0.35
505,1,0,4.283333333,2,0
505,2,1,1.7,0.5,0
505,3,0,2.666666667,0,1.05
506,1,0,3.25,2,0
506,2,1,1.8,0.5,0
506,3,0,3.466666667,0,0.84
507,1,0,4.283333333,2,0
507,2,1,1.933333333,0.333333333,0
507,3,0,2.133333333,0,0.84
508,1,0,3.6,1,0
508,2,1,1.933333333,0.166666667,0
508,3,0,3.466666667,0,1.36
509,1,0,3.6,2,0
509,2,1,1.933333333,0.5,0
509,3,0,2.133333333,0,1.36
510,1,0,3.25,1,0
510,2,1,1.933333333,0.333333333,0
510,3,0,3.466666667,0,1.05
511,1,0,3.25,1,0
511,2,1,1.8,0.166666667,0
511,3,0,2.666666667,0,0.84
512,1,0,3.25,2,0
512,2,1,1.7,0.333333333,0
512,3,0,2.666666667,0,1.36
513,1,0,3.6,0.5,0
513,2,1,1.933333333,0.333333333,0
513,3,0,2.666666667,0,1.36
514,1,0,1.533333333,0.5,0
514,2,1,0.566666667,0.166666667,0
514,3,0,1,0,0.24
515,1,1,1.533333333,2,0
515,2,0,0.516666667,0.166666667,0
515,3,0,1.3,0,0.39
516,1,1,1.533333333,0.5,0
516,2,0,0.483333333,0.333333333,0
516,3,0,1.3,0,0.3
517,1,1,1.233333333,1,0
517,2,0,0.483333333,0.5,0
517,3,0,0.8,0,0.39
518,1,1,1.333333333,0.5,0
518,2,0,0.483333333,0.5,0
518,3,0,1.3,0,0.24
519,1,1,1.333333333,0.5,0
519,2,0,0.516666667,0.166666667,0
519,3,0,0.8,0,0.3
520,1,0,1.333333333,1,0
520,2,1,0.483333333,0.333333333,0
520,3,0,0.8,0,0.24
521,1,0,1.533333333,0.5,0
521,2,1,0.516666667,0.5,0
521,3,0,0.8,0,0.39
522,1,1,1.333333333,1,0
522,2,0,0.516666667,0.5,0
522,3,0,1,0,0.3
523,1,0,4.866666667,2,0
523,2,1,1.183333333,0.5,0
523,3,0,3.166666667,0,1.1
524,1,0,3.733333333,2,0
524,2,1,1.333333333,0.5,0
524,3,0,4.116666667,0,0.88
525,1,0,4.866666667,2,0
525,2,1,1.533333333,0.333333333,0
525,3,0,2.533333333,0,0.88
526,1,0,4.116666667,1,0
526,2,1,1.533333333,0.166666667,0
526,3,0,4.116666667,0,1.43
527,1,0,4.116666667,2,0
527,2,1,1.533333333,0.5,0
527,3,0,2.533333333,0,1.43
528,1,0,3.733333333,1,0
528,2,1,1.533333333,0.333333333,0
528,3,0,4.116666667,0,1.1
529,1,0,3.733333333,1,0
529,2,1,1.333333333,0.166666667,0
529,3,0,3.166666667,0,0.88
530,1,0,3.733333333,2,0
530,2,1,1.183333333,0.333333333,0
530,3,0,3.166666667,0,1.43
531,1,0,4.116666667,0.5,0
531,2,1,1.533333333,0.333333333,0
531,3,0,3.166666667,0,1.43
532,1,0,2.2,2,0
532,2,0,0.9,0.5,0
532,3,1,1,0,0.45
533,1,0,1.7,2,0
533,2,0,0.95,0.5,0
533,3,1,1.3,0,0.36
534,1,0,2.2,2,0
534,2,0,1.016666667,0.333333333,0
534,3,1,0.8,0,0.36
535,1,0,1.866666667,1,0
535,2,0,1.016666667,0.166666667,0
535,3,1,1.3,0,0.58
536,1,0,1.866666667,2,0
536,2,0,1.016666667,0.5,0
536,3,1,0.8,0,0.58
537,1,0,1.7,1,0
537,2,0,1.016666667,0.333333333,0
537,3,1,1.3,0,0.45
538,1,0,1.7,1,0
538,2,0,0.95,0.166666667,0
538,3,1,1,0,0.36
539,1,0,1.7,2,0
539,2,0,0.9,0.333333333,0
539,3,1,1,0,0.58
540,1,0,1.866666667,0.5,0
540,2,0,1.016666667,0.333333333,0
540,3,1,1,0,0.58
541,1,0,4,2,0.2
541,2,1,1.4,0.5,0.2
541,3,0,2.666666667,0,1.15
542,1,0,3.083333333,2,0.15
542,2,1,1.5,0.5,0.2
542,3,0,3.466666667,0,0.92
543,1,0,4,2,0.15
543,2,1,1.633333333,0.333333333,0.22
543,3,0,2.133333333,0,0.92
544,1,0,3.383333333,1,0.15
544,2,1,1.633333333,0.166666667,0.22
544,3,0,3.466666667,0,1.49
545,1,0,3.383333333,2,0.17
545,2,1,1.633333333,0.5,0.2
545,3,0,2.133333333,0,1.49
546,1,0,3.083333333,1,0.17
546,2,1,1.633333333,0.333333333,0.2
546,3,0,3.466666667,0,1.15
547,1,0,3.083333333,1,0.2
547,2,1,1.5,0.166666667,0.22
547,3,0,2.666666667,0,0.92
548,1,0,3.083333333,2,0.17
548,2,1,1.4,0.333333333,0.22
548,3,0,2.666666667,0,1.49
549,1,0,3.383333333,0.5,0.2
549,2,1,1.633333333,0.333333333,0.27
549,3,0,2.666666667,0,1.49
550,1,0,3.1,0.5,0.81
550,2,1,2.05,0.166666667,0.84
550,3,0,3.5,0,0.88
551,1,0,3.1,2,0.81
551,2,1,1.983333333,0.166666667,0.92
551,3,0,4.55,0,1.43
552,1,0,3.1,0.5,0.73
552,2,1,1.933333333,0.333333333,0.88
552,3,0,4.55,0,1.1
553,1,0,2.75,1,0.73
553,2,1,1.933333333,0.5,0.88
553,3,0,2.8,0,1.43
554,1,0,2.866666667,0.5,0.81
554,2,1,1.933333333,0.5,0.88
554,3,0,4.55,0,0.88
555,1,0,2.866666667,0.5,0.73
555,2,1,1.983333333,0.166666667,0.81
555,3,0,2.8,0,1.1
556,1,0,2.866666667,1,0.97
556,2,1,1.933333333,0.333333333,0.97
556,3,0,2.8,0,0.88
557,1,0,3.1,0.5,0.97
557,2,1,1.983333333,0.5,0.99
557,3,0,2.8,0,1.43
558,1,0,2.866666667,1,0.81
558,2,1,1.983333333,0.5,0.92
558,3,0,3.5,0,1.1
559,1,0,2,2,0.5
559,2,1,1.116666667,0.333333333,0.65
559,3,0,1.3,0,0.35
560,1,1,2.35,1,0.5
560,2,0,1.183333333,0.5,0.74
560,3,0,1.3,0,0.28
561,1,0,1.816666667,0.5,0.5
561,2,1,1.066666667,0.166666667,0.6
561,3,0,1.3,0,0.45
562,1,0,1.816666667,0.5,0.42
562,2,1,1.116666667,0.333333333,0.65
562,3,0,0.8,0,0.28
563,1,0,2.35,1,0.38
563,2,1,1.116666667,0.333333333,0.46
563,3,0,1,0,0.45
564,1,1,2,2,0.38
564,2,0,1.066666667,0.166666667,0.58
564,3,0,1,0,0.28
565,1,1,1.816666667,2,0.5
565,2,0,1.183333333,0.166666667,0.74
565,3,0,0.8,0,0.35
566,1,1,1.816666667,0.5,0.38
566,2,0,1.183333333,0.5,0.48
566,3,0,1,0,0.35
567,1,0,2.35,1,0.42
567,2,1,1.066666667,0.166666667,0.54
567,3,0,0.8,0,0.35
568,1,0,1.883333333,0.5,0.6
568,2,1,0.8,0.166666667,0.71
568,3,0,1.333333333,0,0.4
569,1,1,1.883333333,2,0.6
569,2,0,0.733333333,0.166666667,0.84
569,3,0,1.733333333,0,0.65
570,1,0,1.883333333,0.5,0.54
570,2,1,0.683333333,0.333333333,0.78
570,3,0,1.733333333,0,0.5
571,1,0,1.533333333,1,0.54
571,2,1,0.683333333,0.5,0.78
571,3,0,1.066666667,0,0.65
572,1,0,1.65,0.5,0.6
572,2,1,0.683333333,0.5,0.74
572,3,0,1.733333333,0,0.4
573,1,0,1.65,0.5,0.54
573,2,1,0.733333333,0.166666667,0.65
573,3,0,1.066666667,0,0.5
574,1,0,1.65,1,0.72
574,2,1,0.683333333,0.333333333,0.78
574,3,0,1.066666667,0,0.4
575,1,0,1.883333333,0.5,0.72
575,2,1,0.733333333,0.5,0.84
575,3,0,1.066666667,0,0.65
576,1,0,1.65,1,0.6
576,2,1,0.733333333,0.5,0.84
576,3,0,1.333333333,0,0.5
577,1,0,3.583333333,0.5,0
577,2,1,1.316666667,0.166666667,0
577,3,0,2.333333333,0,0.72
578,1,0,3.583333333,0.5,0
578,2,1,1.083333333,0.333333333,0
578,3,0,3.033333333,0,0.9
579,1,0,3.583333333,2,0
579,2,1,1.183333333,0.166666667,0
579,3,0,3.033333333,0,1.17
580,1,0,2.816666667,1,0
580,2,1,1.083333333,0.5,0
580,3,0,1.866666667,0,1.17
581,1,0,3.066666667,0.5,0
581,2,1,1.083333333,0.5,0
581,3,0,3.033333333,0,0.72
582,1,0,3.066666667,0.5,0
582,2,1,1.183333333,0.166666667,0
582,3,0,1.866666667,0,0.9
583,1,0,3.066666667,1,0
583,2,1,1.083333333,0.333333333,0
583,3,0,1.866666667,0,0.72
584,1,0,3.583333333,0.5,0
584,2,1,1.183333333,0.5,0
584,3,0,1.866666667,0,1.17
585,1,0,3.066666667,1,0
585,2,1,1.183333333,0.5,0
585,3,0,2.333333333,0,0.9
586,1,0,3.433333333,0.5,0
586,2,1,2.033333333,0.166666667,0
586,3,0,2.25,0,0.56
587,1,0,3.433333333,2,0
587,2,1,1.966666667,0.166666667,0
587,3,0,2.916666667,0,0.91
588,1,0,3.433333333,0.5,0
588,2,1,1.916666667,0.333333333,0
588,3,0,2.916666667,0,0.7
589,1,0,2.616666667,1,0
589,2,1,1.916666667,0.5,0
589,3,0,1.8,0,0.91
590,1,0,2.883333333,0.5,0
590,2,1,1.916666667,0.5,0
590,3,0,2.916666667,0,0.56
591,1,0,2.883333333,0.5,0
591,2,1,1.966666667,0.166666667,0
591,3,0,1.8,0,0.7
592,1,0,2.883333333,1,0
592,2,1,1.916666667,0.333333333,0
592,3,0,1.8,0,0.56
593,1,0,3.433333333,0.5,0
593,2,1,1.966666667,0.5,0
593,3,0,1.8,0,0.91
594,1,0,2.883333333,1,0
594,2,1,1.966666667,0.5,0
594,3,0,2.25,0,0.7
595,1,0,2.333333333,2,0
595,2,1,1.033333333,0.5,0
595,3,0,1.5,0,0.6
596,1,0,1.833333333,2,0
596,2,1,1.083333333,0.5,0
596,3,0,1.95,0,0.48
